date,rc_no,detail,price
2019-09-26,62/1122,MA : MEMBER,5000
2019-09-26,62/1123,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-09-26,62/1124,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-09-27,62/1125,1.MA : MEMBER,3510
2019-09-27,62/1125,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1126,1.MA : MEMBER,3510
2019-09-27,62/1126,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1127,1.MA : MEMBER,3510
2019-09-27,62/1127,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1128,1.MA : MEMBER,3510
2019-09-27,62/1128,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1129,1.MA : MEMBER,3510
2019-09-27,62/1129,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1130,1.MA : MEMBER,3510
2019-09-27,62/1130,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1131,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-09-27,62/1132,1.MA : MEMBER,3510
2019-09-27,62/1132,2.ส่วนลดพิเศษ 10%,NULL
2019-09-27,62/1133,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2019-09-27,62/1133,สำหรับ 12  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2019-09-27,62/1134,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),1350
2019-09-27,62/1134,สำหรับ 1  หน่วยงานย่อย  ระยะเวลา 1 เดือน,NULL
2019-09-27,62/1134,2.สิทธิ์การเพิ่มทะเบียนบริษัท ( 1 ทะเบียน),NULL
2019-09-27,62/1134,นิติบุคคลอาคารชุด พอซ เอ สุขุมวิท 107,NULL
2019-09-27,62/1134,นิติบุคคลอาคารชุด พอซ บี สุขุมวิท 107,NULL
2019-09-28,62/1135,MA : MEMBER,3900
2019-09-28,62/1136,1.MA : MEMBER,3510
2019-09-28,62/1136,2.ส่วนลดพิเศษ 10%,NULL
2019-09-28,62/1137,MA : MEMBER,3900
2019-09-28,62/1138,1.MA : MEMBER,3510
2019-09-28,62/1138,2.ส่วนลดพิเศษ 10%,NULL
2019-09-28,62/1139,"1.โปรแกรมบัญชีหมู่บ้านจัดสรร ",26000
2019-09-28,62/1139,2.ค่าเดินทางติดตั้งโปรแกรมต่างจังหวัด,NULL
2019-09-28,62/1140,ค่าบริการกระชับข้อมูล Softbiz  CM,10000
2019-09-28,62/1141,MA : MEMBER,5000
2019-09-30,62/1142,1.MA : MEMBER,3510
2019-09-30,62/1142,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1143,1.MA : MEMBER,3510
2019-09-30,62/1143,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1144,1.MA : MEMBER,3510
2019-09-30,62/1144,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1145,1.MA : MEMBER,3510
2019-09-30,62/1145,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1146,MA : MEMBER และอัปเกรดโปรแกรม,5400
2019-09-30,62/1147,1.MA : MEMBER,3510
2019-09-30,62/1147,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1148,1.MA : MEMBER,3510
2019-09-30,62/1148,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1149,1.MA : MEMBER,3510
2019-09-30,62/1149,2.ส่วนลดพิเศษ 10%,NULL
2019-09-30,62/1150,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส,31500
2019-09-30,62/1150,"สำหรับหน่วยงานย่อย ",NULL
2019-09-30,62/1150,"ระยะเวลา 1 เดือน (ส.ค. 2562) ",NULL
2019-09-30,62/1151,MA : MEMBER,3900
2019-09-30,62/1151,** เทรนดี้ **,NULL
2019-10-01,62/1152,1.MA : MEMBER,3510
2019-10-01,62/1152,2.ส่วนลดพิเศษ 10%,NULL
2019-10-01,62/1153,1.MA : MEMBER,3510
2019-10-01,62/1153,2.ส่วนลดพิเศษ 10%,NULL
2019-10-01,62/1154,MA : MEMBER,3900
2019-10-01,62/1155,สิทธิ์การเพิ่มทะเบียนบริษัท ( 1 ทะเบียน),10000
2019-10-02,62/1156,MA : MEMBER และอัปเกรดโปรแกรม,5400
2019-10-02,62/1157,1.MA : MEMBER,3510
2019-10-02,62/1157,2.ส่วนลดพิเศษ 10%,NULL
2019-10-02,62/1158,MA : MEMBER,5000
2019-10-02,62/1159,1.การโอนสิทธิ์ การใช้โปรแกรม ซอฟท์บิส (CM),4500
2019-10-02,62/1159,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2019-10-02,62/1159,*****บ้าน อารียา สวนา 1*****,NULL
2019-10-02,62/1160,1.MA : MEMBER,3510
2019-10-02,62/1160,2.ส่วนลดพิเศษ 10%,NULL
2019-10-02,62/1161,MA : MEMBER,5000
2019-10-03,62/1162,MA : MEMBER,3900
2019-10-03,62/1163,MA : MEMBER,3900
2019-10-03,62/1164,MA : MEMBER,3900
2019-10-04,62/1165,1.MA : MEMBER,3510
2019-10-04,62/1165,2.ส่วนลดพิเศษ 10%,NULL
2019-10-04,62/1166,MA : MEMBER,3900
2019-10-04,62/1167,1.โปรแกรมบัญชีอาคารชุด (CM),35100
2019-10-04,62/1167,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2019-10-04,62/1167,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2019-10-04,62/1167,4.ส่วนลดพิเศษ 10%,NULL
2019-10-04,62/1168,1.MA : MEMBER,3510
2019-10-04,62/1168,2.ส่วนลดพิเศษ 10%,NULL
2019-10-05,62/1169,MA : MEMBER และอัปเกรดโปรแกรม,5400
2019-10-05,62/1170,1.MA : MEMBER,3510
2019-10-05,62/1170,2.ส่วนลดพิเศษ 10%,NULL
2019-10-07,62/1171,1.MA : MEMBER,3510
2019-10-07,62/1171,2.ส่วนลดพิเศษ 10%,NULL
2019-10-07,62/1172,1.MA : MEMBER,3510
2019-10-07,62/1172,2.ส่วนลดพิเศษ 10%,NULL
2019-10-07,62/1173,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",10800
2019-10-07,62/1173,หน่วยงาน ระยะเวลา  1 ปี,NULL
2019-10-07,62/1173,*****บ้านสมประสงค์ (พัทยา)*****,NULL
2019-10-08,62/1174,1.MA : MEMBER,3510
2019-10-08,62/1174,2.ส่วนลดพิเศษ 10%,NULL
2019-10-08,62/1175,1.MA : MEMBER,3510
2019-10-08,62/1175,2.ส่วนลดพิเศษ 10%,NULL
2019-10-08,62/1176,MA : MEMBER,5000
2019-10-08,62/1177,MA : MEMBER,5000
2019-10-09,62/1178,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",12800
2019-10-09,62/1178,หน่วยงาน ระยะเวลา  1 ปี,NULL
2019-10-09,62/1178,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย ( ติตตั้งครั้งแรก),NULL
2019-10-09,62/1178,*****นิติบุคคลอาคารชุด ซิตี้วิลล่า 1 (อาคารD1D2)*****,NULL
2019-10-09,62/1179,1.MA : MEMBER,3510
2019-10-09,62/1179,2.ส่วนลดพิเศษ 10%,NULL
2019-10-09,62/1180,MA : MEMBER,3900
2019-10-09,62/1180,*****นิติบุคคลอาคารชุด เดอะ ทรัสต์ คอนโด แอท บีทีเอส เอราวัณ*****,NULL
2019-10-09,62/1181,1.โปรแกรมบัญชีอาคารชุด (CM),39000
2019-10-09,62/1181,"2.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2019-10-09,62/1181,บนระบบแลนระยะไกล (2 เครื่อง ) (LAN),NULL
2019-10-09,62/1182,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,16200
2019-10-09,62/1182,1 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2019-10-09,62/1182,2.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2019-10-09,62/1182,นิติบุคคลอาคารชุด เดอะคิทท์ สุขุมวิท 113?,NULL
2019-10-09,62/1182,นิติบุคคลอาคารชุด เดอะคิทท์ สุขุมวิท 113? อาคาร บี,NULL
2019-10-09,62/1183,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",21600
2019-10-09,62/1183,"2 หน่วยงานย่อย ระยะเวลา  1 ปี ",NULL
2019-10-09,62/1183,นิติบุคคลหมู่บ้านจัดสรรนลิน เรสซิเด้นส์,NULL
2019-10-09,62/1183,นิติบุคคคลหมู่บ้านจัดสรร เกตุนุติเชอมีเน่,NULL
2019-10-10,62/1184,1.MA : MEMBER,3510
2019-10-10,62/1184,2.ส่วนลดพิเศษ 10%,NULL
2019-10-10,62/1185,1.MA : MEMBER,3510
2019-10-10,62/1185,2.ส่วนลดพิเศษ 10%,NULL
2019-10-10,62/1186,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-10-10,62/1187,MA : MEMBER,3900
2019-10-10,62/1188,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ,10800
2019-10-10,62/1188,1 หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2019-10-10,62/1188,*****Taka Town*****,NULL
2019-10-11,62/1189,1.MA : MEMBER,3510
2019-10-11,62/1189,2.ส่วนลดพิเศษ 10%,NULL
2019-10-11,62/1190,MA : MEMBER,5000
2019-10-11,62/1191,MA : MEMBER,5000
2019-10-12,62/1192,MA : MEMBER,5000
2019-10-12,62/1193,MA : MEMBER,5000
2019-10-12,62/1194,1.โปรแกรมบัญชีอาคารชุด (CM),20750
2019-10-12,62/1194,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2019-10-12,62/1194,3.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2019-10-12,62/1194,"4.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2019-10-12,62/1194,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2019-10-12,62/1195,1.โปรแกรมบัญชีอาคารชุด (CM),20750
2019-10-12,62/1195,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2019-10-12,62/1195,3.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2019-10-12,62/1195,"4.สิทธิ์การใช้โปรแกรมเพิ่มเติม ",NULL
2019-10-12,62/1195,บนระบบแลน ( 1 เครื่อง ) (LAN),NULL
2019-10-15,62/1196,MA : MEMBER,3900
2019-10-15,62/1197,MA : MEMBER,3900
2019-10-15,62/1198,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2019-10-15,62/1198,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2019-10-15,62/1198,(เพิ่มทะเบียนฯ ที่บริษัท  ไนท์แฟรงค์ ชาร์เตอร์ (ประเทศไทย)  จำกัด),NULL
2019-10-15,62/1199,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2019-10-15,62/1199,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2019-10-15,62/1200,MA : MEMBER,5000
2019-10-16,62/1201,1.MA : MEMBER,3510
2019-10-16,62/1201,2.ส่วนลดพิเศษ 10%,NULL
2019-10-16,62/1202,1.MA : MEMBER,3510
2019-10-16,62/1202,2.ส่วนลดพิเศษ 10%,NULL
2019-10-16,62/1203,1.MA : MEMBER,3510
2019-10-16,62/1203,2.ส่วนลดพิเศษ 10%,NULL
2019-10-16,62/1204,1.โปรแกรมบัญชีอาคารชุด (CM),39000
2019-10-16,62/1204,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2019-10-16,62/1204,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2019-10-16,62/1205,MA : MEMBER,3900
2019-10-16,62/1206,1.MA : MEMBER,3510
2019-10-16,62/1206,2.ส่วนลดพิเศษ 10%,NULL
2019-10-16,62/1207,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-10-16,62/1208,โปรแกรมบัญชีอาคารชุด (CM),29000
2019-10-16,62/1209,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) สำหรับ ",10800
2019-10-16,62/1209,หน่วยงานย่อย  ระยะเวลา  1 ปี,NULL
2019-10-16,62/1210,1.MA : MEMBER,3510
2019-10-16,62/1210,2.ส่วนลดพิเศษ 10%,NULL
2019-10-17,62/1211,1.MA : MEMBER,3510
2019-10-17,62/1211,2.ส่วนลดพิเศษ 10%,NULL
2019-10-17,62/1212,1.MA : MEMBER,3510
2019-10-17,62/1212,2.ส่วนลดพิเศษ 10%,NULL
