date,rc_no,detail,price
2013-10-07,56/0528,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-10-07,56/0528,4.ส่วนลดพิเศษ 10%,NULL
2013-10-07,56/0528,**เดอะคีย์ พหลโยธิน 34?**,NULL
2013-10-07,56/0529,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (GL),4800
2013-10-07,56/0529,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-10-07,56/0529,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
2013-10-07,56/0529,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-10-07,56/0529,**นิติบุคคลหมู่บ้านจัดสรร วรารมย์ พหลโยธิน สายไหม**,NULL
2013-10-08,56/0530,MA : MEMBER,5000
2013-10-09,56/0531,MA : MEMBER,5000
2013-10-09,56/0532,1.การโอนสิทธิ์ หน่วยงานย่อย,7900
2013-10-09,56/0532,2.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2013-10-09,56/0532,รัชดา ไดมอนด์คูล,NULL
2013-10-09,56/0532,City Plus,NULL
2013-10-09,56/0533,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",10800
2013-10-09,56/0533,ระยะเวลา  1 ปี,NULL
2013-10-09,56/0533,**เลอ เซ แลส**,NULL
2013-10-09,56/0534,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",5000
2013-10-09,56/0534,"สำหรับ หน่วยงานย่อยระยะเวลา  1 ปี ",NULL
2013-10-09,56/0534,(เฉพาะที่  Head Office (PMC)),NULL
2013-10-10,56/0535,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",12800
2013-10-10,56/0535,ระยะเวลา  1 ปี,NULL
2013-10-10,56/0535,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-10-10,56/0535,**นิติบุคคลหมู่บ้านจัดสรร บ้านใหม่พระราม 2**,NULL
2013-10-10,56/0536,MA : MEMBER,3900
2013-10-11,56/0537,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",120000
2013-10-11,56/0537,ระยะเวลา  1 ปี (11 หน่วยงาน),NULL
2013-10-11,56/0537,1.นอร์ทพ้อยท์,NULL
2013-10-11,56/0537,2.เลอรัก คอนโดมิเนียม  (LLK),NULL
2013-10-11,56/0537,3.นิติบุคคลฯ ดิ แอดเดรส ชิดลม (ADS),NULL
2013-10-11,56/0537,4.นิติบุคคลฯ เบลล์ อเวนิว1 (BEL),NULL
2013-10-11,56/0537,5.นิติฯ อรุณโรจน์,NULL
2013-10-11,56/0537,6.นิติบุคคลฯ เดอะสตาร์ เอสเตท แอท นราธิวาส,NULL
2013-10-11,56/0537,7.นิติฯ เดอะรอยัลศาลาแดง,NULL
2013-10-11,56/0537,8.Sathorn Park Place,NULL
2013-10-11,56/0537,9.Prome,NULL
2013-10-11,56/0537,10.The  Breeze,NULL
2013-10-11,56/0537,11.The  Rize,NULL
2013-10-11,56/0538,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,23500
2013-10-11,56/0538,(ก.ย. 2556),NULL
2013-10-14,56/0539,1.MA : MEMBER,5400
2013-10-14,56/0539,2.ส่วนลดพิเศษ 10%,NULL
2013-10-14,56/0540,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",10800
2013-10-14,56/0540,ระยะเวลา  1 ปี,NULL
2013-10-14,56/0540,**เดอะเทอเรส**,NULL
2013-10-15,56/0541,1.MA : MEMBER,3510
2013-10-15,56/0541,2.ส่วนลดพิเศษ 10%,NULL
2013-10-15,56/0542,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",32400
2013-10-15,56/0542,ระยะเวลา  1 ปี (3 หน่วยงาน),NULL
2013-10-15,56/0542,1.สิริสาทร สวนพลู,NULL
2013-10-15,56/0542,2.โว็ค สุขุมวิท,NULL
2013-10-15,56/0542,3.โว็ค สุขุมวิท 2,NULL
2013-10-16,56/0543,สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,2500
2013-10-16,56/0543,( 1 เครื่อง ),NULL
2013-10-16,56/0544,1.การโอนสิทธิ์ การใช้โปรแกรม ซอฟท์บิส,4500
2013-10-16,56/0544,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-10-17,56/0545,1.MA : MEMBER,3510
2013-10-17,56/0545,2.ส่วนลดพิเศษ 10%,NULL
2013-10-17,56/0546,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2013-10-17,56/0546,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-10-17,56/0546,**สำหรับหน่วยงาน The Room Sukhumvit 62**,NULL
2013-10-18,56/0547,MA : MEMBER,5000
2013-10-18,56/0548,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-10-18,56/0548,2.ส่วนลดพิเศษ 10%,NULL
2013-10-18,56/0548,**รีเจ้นท์โฮม 16**,NULL
2013-10-18,56/0549,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",10800
2013-10-18,56/0549,ระยะเวลา  1 ปี,NULL
2013-10-18,56/0549,**นิติฯ แคสเซีย คอนโดมิเนียน (นนทรี คอนโด 2)**,NULL
2013-10-18,56/0550,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",10800
2013-10-18,56/0550,ระยะเวลา  1 ปี,NULL
2013-10-18,56/0550,**ปทุมวัน รีสอร์ท**,NULL
2013-10-18,56/0551,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",10800
2013-10-18,56/0551,ระยะเวลา  1 ปี,NULL
2013-10-18,56/0551,**ไอดีโอ คิว พญาไท**,NULL
2013-10-19,56/0552,1.โปรแกรมบัญชีอาคารชุด (CM),36500
2013-10-19,56/0552,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-10-19,56/0552,3.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,NULL
2013-10-19,56/0552,( 1 เครื่อง ),NULL
2013-10-19,56/0553,1.โปรแกรมบัญชีอาคารชุด (CM),NULL
2013-10-19,56/0553,2.ส่วนลดพิเศษ 10%,NULL
2013-10-21,56/0554,โปรแกรมพิมพ์หนังสือรับรองภาษีเงินได้,6900
2013-10-21,56/0554,หัก ณ ที่จ่าย(กระทำการแทน) (WT),NULL
2013-10-21,56/0555,MA : MEMBER,3900
2013-10-22,56/0556,1.MA : MEMBER,3510
2013-10-22,56/0556,2.ส่วนลดพิเศษ 10%,NULL
2013-10-22,56/0557,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),29000
2013-10-22,56/0557,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-10-22,56/0557,"(เพิ่มทะเบียนฯที่บริษัทไนท์แฟรงค์ ชาร์เตอร์ ",NULL
2013-10-22,56/0557,(ประเทศไทย)  จำกัด),NULL
2013-10-22,56/0558,1.MA : MEMBER,3510
2013-10-22,56/0558,2.ส่วนลดพิเศษ 10%,NULL
2013-10-22,56/0559,1.MA : MEMBER,3510
2013-10-22,56/0559,2.ส่วนลดพิเศษ 10%,NULL
2013-10-22,56/0560,MA : MEMBER,3900
2013-10-22,56/0561,MA : MEMBER,3900
2013-10-24,56/0562,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-10-24,56/0562,2.ส่วนลดพิเศษ 10%,NULL
2013-10-24,56/0562,** VANRAVI**,NULL
2013-10-24,56/0563,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",11400
2013-10-24,56/0563,ระยะเวลา  1 เดือน 6 หน่วยงาน,NULL
2013-10-24,56/0563,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-10-24,56/0564,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),21600
2013-10-24,56/0564,2.ส่วนลดพิเศษ 10%,NULL
2013-10-25,56/0565,1.MA : MEMBER,3510
2013-10-25,56/0565,2.ส่วนลดพิเศษ 10%,NULL
2013-10-25,56/0566,1.โปรแกรมบัญชีอาคารชุด (CM),44000
2013-10-25,56/0566,2.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2013-10-25,56/0566,3.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,NULL
2013-10-25,56/0566,( 2 เครื่อง ),NULL
2013-10-26,56/0567,1.MA : MEMBER,3510
2013-10-26,56/0567,2.ส่วนลดพิเศษ 10%,NULL
2013-10-28,56/0568,"1.ค่าอบรมการใช้โปรแกรม  SoftBiz ",5500
2013-10-28,56/0568,2.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,NULL
2013-10-28,56/0568,( 1 เครื่อง ),NULL
2013-10-28,56/0569,1.MA : MEMBER,3510
2013-10-28,56/0569,2.ส่วนลดพิเศษ 10%,NULL
2013-10-29,56/0570,การโอนสิทธิ์ หน่วยงานย่อย,2500
2013-10-30,56/0571,1.สิทธิ์การเพิ่มทะเบียนบริษัท,34650
2013-10-30,56/0571,ที่สำนักงานใหญ่ (1 ทะเบียน),NULL
2013-10-30,56/0571,2.โปรแกรมบัญชีอาคารชุด (CM),NULL
2013-10-30,56/0571,3.ส่วนลดพิเศษ 15%,NULL
2013-10-30,56/0572,1.MA : MEMBER,3500
2013-10-30,56/0572,2.ส่วนลดพิเศษ,NULL
2013-10-31,56/0573,1.MA : MEMBER,3510
2013-10-31,56/0573,2.ส่วนลดพิเศษ 10%,NULL
2013-10-31,56/0574,1.MA : MEMBER,3510
2013-10-31,56/0574,2.ส่วนลดพิเศษ 10%,NULL
2013-10-31,56/0575,"ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",5400
2013-10-31,56/0575,ระยะเวลา  6 เดือน,NULL
2013-10-31,56/0575,** IDEAL 24**,NULL
2013-10-31,56/0576,สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,2500
2013-10-31,56/0576,( 1 เครื่อง ),NULL
2013-10-31,56/0577,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",5700
2013-10-31,56/0577,ระยะเวลา  1 เดือน 3 หน่วยงาน,NULL
2013-10-31,56/0577,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-11-01,56/0578,1.โปรแกรมบัญชีอพาร์ทเม้นท์ (AM),20400
2013-11-01,56/0578,2.ส่วนลดพิเศษ 15%,NULL
2013-11-01,56/0579,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-01,56/0579,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-01,56/0579,**บ้านสมประสงค์ (พัทยา)**,NULL
2013-11-01,56/0580,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-01,56/0580,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-01,56/0580,**สลิลธารา**,NULL
2013-11-01,56/0581,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),5400
2013-11-01,56/0581,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-01,56/0581,**เฟรเกรนท์ 71**,NULL
2013-11-02,56/0582,1.สิทธิ์การเพิ่มทะเบียนบริษัท 5 ทะเบียน,13000
2013-11-02,56/0582,ที่สำนักงานใหญ่,NULL
2013-11-02,56/0582,"2.ส่วนลดพิเศษ ",NULL
2013-11-02,56/0582,นิติบุคคลอาคารชุด เตาปูน บี,NULL
2013-11-02,56/0582,นิติบุคคลอาคารชุด เคหะชุมชนธนบุรี 7,NULL
2013-11-02,56/0582,นิติบุคคลอาคารชุด แฮมตันเพลส,NULL
2013-11-02,56/0582,นิติบุคคลอาคารชุด รีเจ้นท์โฮม 14,NULL
2013-11-02,56/0582,นิติบุคคลหมู่บ้านจัดสรร พฤกภิรมย์ รีเจ้นท์ เกษตรรามอินทรา,NULL
2013-11-05,56/0583,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),21600
2013-11-05,56/0583,2.ส่วนลดพิเศษ 10%,NULL
2013-11-06,56/0584,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-11-06,56/0584,2.ส่วนลดพิเศษ 10%,NULL
2013-11-06,56/0584,**นอตติ้งฮิล**,NULL
2013-11-06,56/0585,MA : MEMBER,3900
2013-11-07,56/0586,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2013-11-07,56/0586,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-07,56/0586,3.ส่วนลดพิเศษ 10%,NULL
2013-11-08,56/0587,1.โปรแกรมบัญชีอาคารชุด (CM) และระบบ,25000
2013-11-08,56/0587,บัญชีแยกประเภท (GL),NULL
2013-11-08,56/0587,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-11-08,56/0587,**ติดตั้งหน่วยงาน ไอดีโอ โมบิ สุขุมวิท เอ **,NULL
2013-11-12,56/0588,1.MA : MEMBER,3510
2013-11-12,56/0588,2.ส่วนลดพิเศษ 10%,NULL
2013-11-12,56/0589,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),15200
2013-11-12,56/0589,สำหรับ หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2013-11-12,56/0589,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (GL),NULL
2013-11-12,56/0589,สำหรับ หน่วยงานย่อย ระยะเวลา  1 ปี,NULL
2013-11-12,56/0589,3.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-11-12,56/0589,**เอ็มไพร์สวัสดี**,NULL
2013-11-12,56/0590,1.โปรแกรมบัญชีอาคารชุด (CM),35000
2013-11-12,56/0590,2.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2013-11-12,56/0590,**หน่วยงาน เอสแอนด์เอส สุขุมวิท **,NULL
2013-11-13,56/0591,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2013-11-13,56/0591,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-13,56/0591,(เพิ่มทะเบียนฯ ที่บริษัท ไนท์แฟรงค์ ),NULL
2013-11-13,56/0592,MA : MEMBER,3900
2013-11-13,56/0592,**ชัยพฤกษ์ เพชรเกษม 81**,NULL
2013-11-13,56/0593,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,22000
2013-11-13,56/0593,(ต.ค. 2556),NULL
2013-11-14,56/0594,1.MA : MEMBER,3510
2013-11-14,56/0594,2.ส่วนลดพิเศษ 10%,NULL
2013-11-14,56/0595,1.โปรแกรมบัญชีอพาร์ทเม้นท์ (AM),21600
2013-11-14,56/0595,2.ส่วนลดพิเศษ 10%,NULL
2013-11-15,56/0596,1.โปรแกรมบัญชีอาคารชุด (CM),35100
2013-11-15,56/0596,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-15,56/0596,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-11-15,56/0596,4.ส่วนลดพิเศษ 10%,NULL
2013-11-15,56/0597,MA : MEMBER และอัปเกรดโปรแกรม,5400
2013-11-15,56/0598,1.MA : MEMBER,3510
2013-11-15,56/0598,2.ส่วนลดพิเศษ 10%,NULL
2013-11-16,56/0599,1.โปรแกรมบัญชีอาคารชุด (CM),39000
2013-11-16,56/0599,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-16,56/0599,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-11-16,56/0600,1.MA : MEMBER,3510
2013-11-16,56/0600,2.ส่วนลดพิเศษ 10%,NULL
2013-11-16,56/0601,1.MA : MEMBER,3510
2013-11-16,56/0601,2.ส่วนลดพิเศษ 10%,NULL
2013-11-18,56/0602,MA : MEMBER,3900
2013-11-18,56/0603,1.MA : MEMBER,3510
2013-11-18,56/0603,2.ส่วนลดพิเศษ 10%,NULL
2013-11-20,56/0604,1.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),9000
2013-11-20,56/0604,ที่ บริษัท บวรพงศ์ จำกัด,NULL
2013-11-20,56/0604,2.ส่วนลดพิเศษ 10%,NULL
2013-11-20,56/0605,1.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2013-11-20,56/0605,ที่ บริษัท บวรพงศ์ จำกัด,NULL
2013-11-20,56/0605,2.ส่วนลดพิเศษ 10%,NULL
2013-11-20,56/0606,MA : MEMBER,3900
2013-11-20,56/0607,MA : MEMBER,3900
2013-11-21,56/0608,"ค่าอบรมการใช้โปรแกรม  SoftBiz ",3000
2013-11-21,56/0609,1.MA : MEMBER,3510
2013-11-21,56/0609,2.ส่วนลดพิเศษ 10%,NULL
2013-11-22,56/0610,1.โปรแกรมบัญชีอาคารชุด (CM),36500
2013-11-22,56/0610,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-22,56/0610,3.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,NULL
2013-11-22,56/0610,( 1 เครื่อง ),NULL
2013-11-22,56/0610,**วอเตอร์ มาร์ค เจ้าพระยา วิเวอร์**,NULL
2013-11-22,56/0611,โปรแกรมระบบบัญชีแยกประเภท (2 หน่วยงาน),9000
2013-11-22,56/0611,(ที่ บริษัท เฟิร์ส แปซิฟิค ฮาริสัน จำกัด),NULL
2013-11-22,56/0612,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-22,56/0612,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-22,56/0612,**ไอดีโอ สาทรตากสิน**,NULL
2013-11-22,56/0613,MA : MEMBER,5000
2013-11-23,56/0614,MA : MEMBER,3900
2013-11-25,56/0615,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2013-11-25,56/0615,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-25,56/0615,3.ส่วนลดพิเศษ 10%,NULL
2013-11-25,56/0616,1.MA : MEMBER,3510
2013-11-25,56/0616,2.ส่วนลดพิเศษ 10%,NULL
2013-11-25,56/0617,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,1900
2013-11-25,56/0617,(ธ.ค. 2556),NULL
2013-11-25,56/0617,*** พรีม่า ศรีนครินทร์ ***,NULL
2013-11-25,56/0618,1.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,2250
2013-11-25,56/0618,( 1 เครื่อง ),NULL
2013-11-25,56/0618,2.ส่วนลดพิเศษ 10%,NULL
2013-11-26,56/0619,1.MA : MEMBER,3510
2013-11-26,56/0619,2.ส่วนลดพิเศษ 10%,NULL
2013-11-26,56/0620,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",12800
2013-11-26,56/0620,ระยะเวลา  1 ปี,NULL
2013-11-26,56/0620,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-11-26,56/0620,**นิติบุคคลหมู่บ้านจัดสรร พฤกษา 15**,NULL
2013-11-26,56/0621,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-26,56/0621,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-26,56/0621,**เดอะ ซิ๊ด เมมโมรี สยาม?**,NULL
2013-11-27,56/0622,1.โปรแกรมบัญชีอาคารชุด (CM),29906.5390625
2013-11-27,56/0622,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-11-27,56/0622,"3.ส่วนลดพิเศษ ",NULL
2013-11-27,56/0623,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-11-27,56/0623,2.ส่วนลดพิเศษ 10%,NULL
2013-11-27,56/0624,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),53200
2013-11-27,56/0624,สำหรับหน่วยงาน ระยะเวลา  1 ปี 5 หน่วยงาน,NULL
2013-11-27,56/0624,สีลมแกรนด์เทอเรส (SGT),NULL
2013-11-27,56/0624,สุขสาทร (SST),NULL
2013-11-27,56/0624,เจซี เควิน ทาวเวอร์ (JCK),NULL
2013-11-27,56/0624,แกรนด์ พาร์ควิว อโศก (GPA),NULL
2013-11-27,56/0624,วสุ (VASU),NULL
2013-11-27,56/0625,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-27,56/0625,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-27,56/0626,1.MA : MEMBER,3510
2013-11-27,56/0626,2.ส่วนลดพิเศษ 10%,NULL
2013-11-28,56/0627,1.MA : MEMBER,3510
2013-11-28,56/0627,2.ส่วนลดพิเศษ 10%,NULL
2013-11-28,56/0628,1.MA : MEMBER,3510
2013-11-28,56/0628,2.ส่วนลดพิเศษ 10%,NULL
2013-11-28,56/0629,สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,2000
2013-11-28,56/0629,( 1 เครื่อง ),NULL
2013-11-29,56/0630,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2013-11-29,56/0631,1.MA : MEMBER,3510
2013-11-29,56/0631,2.ส่วนลดพิเศษ 10%,NULL
2013-11-29,56/0632,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2013-11-29,56/0633,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-11-29,56/0633,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-11-29,56/0633,**ซิตี้โฮม รัชดาปิ่นเกล้า?**,NULL
2013-11-29,56/0634,โปรแกรมบัญชีอาคารชุด (CM),29000
2013-11-29,56/0635,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-11-29,56/0635,2.ส่วนลดพิเศษ 10%,NULL
2013-11-29,56/0635,**ม.พฤกภิรมย์ รีเจ้นท์ เกษตรรามอินทรา**,NULL
2013-11-30,56/0636,MA : MEMBER,3900
2013-11-30,56/0637,1.MA : MEMBER,3510
2013-11-30,56/0637,2.ส่วนลดพิเศษ 10%,NULL
2013-11-30,56/0638,1.MA : MEMBER,3510
2013-11-30,56/0638,2.ส่วนลดพิเศษ 10%,NULL
2013-12-02,56/0639,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-12-02,56/0639,2.ส่วนลดพิเศษ 10%,NULL
2013-12-02,56/0640,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",12800
2013-12-02,56/0640,ระยะเวลา  1 ปี,NULL
2013-12-02,56/0640,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-12-02,56/0640,**เดอะทรัสต์ เรสซิเด้นซ์ ปิ่นเกล้า**,NULL
2013-12-02,56/0641,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-02,56/0641,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-02,56/0641,**ม.บ้านกรองทอง กรุงเทพกรีฑา?**,NULL
2013-12-02,56/0642,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-02,56/0642,สำหรับหน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-02,56/0642,**มายรีสอร์ท แอนด์ ริเวอร์ **,NULL
2013-12-03,56/0643,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2013-12-03,56/0643,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-12-03,56/0643,(เพิ่มทะเบียนฯ ที่บริษัท ไนท์แฟรงค์ ),NULL
2013-12-03,56/0644,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-12-03,56/0644,2.ส่วนลดพิเศษ 10%,NULL
2013-12-03,56/0645,MA : MEMBER,3900
2013-12-04,56/0646,1.โปรแกรมบัญชีอาคารชุด (CM),39000
2013-12-04,56/0646,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-12-04,56/0646,3.สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),NULL
2013-12-04,56/0647,1.โปรแกรมบัญชีพื้นที่เช่า RT),26100
2013-12-04,56/0647,2.ส่วนลดพิเศษ 10%,NULL
2013-12-04,56/0648,MA : MEMBER,5000
2013-12-06,56/0649,MA : MEMBER,3900
2013-12-09,56/0650,1.MA : MEMBER,3510
2013-12-09,56/0650,2.ส่วนลดพิเศษ 10%,NULL
2013-12-09,56/0651,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10400
2013-12-09,56/0651,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-09,56/0651,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-12-09,56/0651,3.โปรแกรมระบบบัญชีแยกประเภท (GL) ที่,NULL
2013-12-09,56/0651,บริษัท พร็อพเพอร์ตี้ แอนด์ ไลฟ์ แมเนจเม้น จำกัด,NULL
2013-12-09,56/0651,**ม.นันทวรรณ สวนหลวง ร.9**,NULL
2013-12-11,56/0652,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,7200
2013-12-11,56/0652,(ธ.ค. 2556) 8 หน่วยงาน,NULL
2013-12-11,56/0653,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,22000
2013-12-11,56/0653,(พ.ย. 2556),NULL
2013-12-11,56/0654,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),5000
2013-12-11,56/0654,**สยาม โอเรียนทัล อิลีแก้นทซ์ 1 **,NULL
2013-12-12,56/0655,MA : MEMBER,3500
2013-12-12,56/0656,MA : MEMBER,3500
2013-12-12,56/0657,MA : MEMBER,3900
2013-12-13,56/0658,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2013-12-13,56/0658,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-12-13,56/0658,3.ส่วนลดพิเศษ 10%,NULL
2013-12-14,56/0659,1.โปรแกรมบัญชีอพาร์ทเม้นท์ (AM),24000
2013-12-14,56/0659,2.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบแลน,NULL
2013-12-14,56/0659,( ฟรี 1 เครื่อง ),NULL
2013-12-16,56/0660,MA : MEMBER,3900
2013-12-18,56/0661,1.โปรแกรมบัญชีอาคารชุด (CM) และระบบ,25000
2013-12-18,56/0661,บัญชีแยกประเภท (GL),NULL
2013-12-18,56/0661,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2013-12-18,56/0661,**ติดตั้งหน่วยงาน ไอดีโอ โมบิ สุขุมวิท เอ **,NULL
2013-12-19,56/0662,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),10000
2013-12-19,56/0663,1.MA : MEMBER,3510
2013-12-19,56/0663,2.ส่วนลดพิเศษ 10%,NULL
2013-12-19,56/0664,สิทธิ์การใช้โปรแกรมเพิ่มเติม,2500
2013-12-19,56/0664,บนระบบแลน ( 1 เครื่อง ),NULL
2013-12-19,56/0665,MA : MEMBER,3271.03002929688
2013-12-19,56/0666,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-19,56/0666,ระยะเวลา  1 ปี,NULL
2013-12-19,56/0666,**เดอะซีเครต (The Sea Cret)**,NULL
2013-12-20,56/0667,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),21600
2013-12-20,56/0667,2.ส่วนลดพิเศษ 10%,NULL
2013-12-21,56/0668,1.MA : MEMBER,3510
